Hatıralar Bahçesinde Buluşma,https://kultur.istanbul/etkinlik/hatiralar-bahcesinde-bulusma/,0,0,
Electro Sessions,https://www.bubilet.com.tr/istanbul/etkinlik/electro-sessions-,1,,
Elektro Sessions,https://biletinial.com/tr-tr/muzik/elektro-session,1,,
Sinan Çalışkanoğlu ile Temel Oyunculuk,https://www.bubilet.com.tr/istanbul/etkinlik/sinan-caliskanoglu-ile-temel-oyunculuk,10,,
Pub Quiz Night on Gaming Essentials: Questions in English and Turkish,https://biletinial.com/tr-tr/etkinlik/pub-quiz-night-on-gaming-essentials-questions-in-english-and-turkish,100,,
DJ Mert Aslan - Geçmişten Günümüze 90'lar 2000'ler Türkçe Pop,https://www.biletix.com/etkinlik/50A24/TURKIYE/tr,113,113,
Antigone Masalı Tiyatro Oyunu,https://www.bubilet.com.tr/istanbul/etkinlik/antigone-masali-tiyatro-oyunu,150,150,
Gece Yarısı Kütüphanesi,https://www.bubilet.com.tr/istanbul/etkinlik/gece-yarisi-kutuphanesi,150,,
Kadıköy Açık Mikrofon Stand Up,https://biletinial.com/tr-tr/tiyatro/kadikoy-acik-mikrofon-stand-up,150,,
Kürk Mantolu Madonna Tiyatro Oyunu,https://www.bubilet.com.tr/istanbul/etkinlik/kurk-mantolu-madonna,150,,
Yakup Güner,https://www.biletix.com/etkinlik/5WL96/TURKIYE/tr,150,,
Algernon'a Çiçekler,https://biletinial.com/tr-tr/tiyatro/algernona-cicekler,168,168,
Antigone Masalı,https://biletinial.com/tr-tr/tiyatro/antigone-masali,168,168,
"Kuyucaklı Yusuf Muazzez
",https://www.biletix.com/etkinlik/5FKC5/TURKIYE/tr,175,,
Stand up Açık Mikrofon Beyoğlu | İnfiniti Sahne,https://biletinial.com/tr-tr/tiyatro/beyoglu-stand-up-acik-mikrofon-gecesi,175,,
Madam Bovary,https://biletinial.com/tr-tr/tiyatro/madam-bovary,180,,
DJ Emre Demirağ  İle Türkçe Pop Gecesi,https://www.bubilet.com.tr/istanbul/etkinlik/dj-emre-demirag-ile-turkce-pop-gecesi,199,199,
Flu Kadıköy Beer Pong,https://www.bubilet.com.tr/istanbul/etkinlik/flu-kadikoy-beer-pong,200,,
Fosforlu Cevriye Tiyatro Oyunu,https://www.bubilet.com.tr/istanbul/etkinlik/fosforlu-cevriye-tiyatro-oyunu,200,,
İçimizdeki Şeytan,https://biletinial.com/tr-tr/tiyatro/icimizdeki-seytan-tiyatro,200,,
İstanbul Sinema Müzesi,https://biletinial.com/tr-tr/egitim/istanbul-sinema-muzesi,200,,
Kadıköy Çakırkeyif Stand up Gecesi,https://www.bubilet.com.tr/istanbul/etkinlik/kadikoy-cakirkeyif-stand-up-gecesi,200,,
Kadıköy Komedi Gecesi,https://www.bubilet.com.tr/istanbul/etkinlik/kadikoy-stand-up-gecesi-barbar-stand-up,200,,
Kadıköy Stand Up Gecesi Açık Mikrofon,https://biletinial.com/tr-tr/tiyatro/kadikoy-stand-up-gecesi-acik-mikrofon,200,,
Kadıköy Stand up Gecesi Salı Açık Mikrofon,https://www.bubilet.com.tr/istanbul/etkinlik/kadikoy-stand-up-gecesi-sali-acik-mikrofon-,200,,
Küçük Kadınlar,https://biletinial.com/tr-tr/tiyatro/kucuk-kadinlar-tiyatro,200,,
Kuyucaklı Yusuf Muazzez,https://biletinial.com/tr-tr/tiyatro/kuyucakli-yusuf-muazzez,200,,
Lady Macbeth,https://biletinial.com/tr-tr/tiyatro/lady-macbeth-tiyatro-oyunu,200,,
Stand Up Taksim Gecesi & Açık Mikrofon Çarşamba,https://www.bubilet.com.tr/istanbul/etkinlik/stand-up-taksim-gecesi-acik-mikrofon-,200,,
Trivia Night,https://www.bubilet.com.tr/istanbul/etkinlik/-trivia-night-,200,,
Trivia Night: Questions in English & Turkish,https://biletinial.com/tr-tr/tiyatro/trivia-night-questions-in-english-turkish-,200,,
Antigone Masalı,https://www.biletix.com/etkinlik/5R094/TURKIYE/tr,205,175,"going down from 205. well done for getting 205 though, it was quite hidden."
Gece Yarısı Kütüphanesi,https://www.biletix.com/etkinlik/5R091/TURKIYE/tr,205,,
Kürk Mantolu Madonna,https://www.biletix.com/etkinlik/5R095/TURKIYE/tr,205,,
Kuyucaklı Yusuf,https://www.biletix.com/etkinlik/5PX0I/TURKIYE/tr,205,,
Kuyucaklı Yusuf Muazzez,https://www.biletix.com/etkinlik/5R098/TURKIYE/tr,205,,
Veronika Ölmek İstiyor,https://www.biletix.com/etkinlik/5R090/TURKIYE/tr,205,,
PSİKO KARMA — Çocukluktan Yetişkinliğe,https://biletinial.com/tr-tr/etkinlik/psiko-karma-cocukluktan-yetiskinlige,212,,
Kadıköy Falan Stand Up Gecesi,https://biletinial.com/tr-tr/tiyatro/kadikoy-stand-up-gecesi-falan,219,,
Boğaziçi Komedi Kulübü: Kadıköy Açık Mikrofon Stand-up Gecesi,https://biletinial.com/tr-tr/tiyatro/bogazici-komedi-kulubu-kadikoy-acik-mikrofon-standup-,224,224,
Fosforlu Cevriye,https://biletinial.com/tr-tr/tiyatro/fosforlu-cevriye-sempati,224,,
Kadıköy English Stand-up Comedy Open Mic,https://biletinial.com/tr-tr/tiyatro/kadikoy-english-stand-up-comedy-open-mic,224,,
İnteraktif Talk Show - Gömüş Açısı,https://biletinial.com/tr-tr/tiyatro/interaktif-talk-show-gomus-acisi,225,,
Önemsiz Bir Kadın,https://biletinial.com/tr-tr/tiyatro/onemsiz-bir-kadin,225,,
D-Şarj Pop Parti,https://www.bubilet.com.tr/istanbul/etkinlik/d-sarj-pop-parti,240,240,
Açık Mikrofon Ekstra,https://biletinial.com/tr-tr/tiyatro/acik-mikrofon-ekstra-tkiraz,250,250,
Stand Up - Haydaa Mehmet Mayda,https://biletinial.com/tr-tr/tiyatro/haydaa-mhmt-myda-kiraz,250,,
STAND UP GECESİ Taksim- Pera- Beyoğlu,https://biletinial.com/tr-tr/tiyatro/stand-up-gecesi-tytr-kiraz,250,,
Sulukule Roman Orkestrası,https://www.biletix.com/etkinlik/5RD29/TURKIYE/tr,250,,
Trivia Night - Temmuz Etkinlikleri,https://www.biletix.com/etkinlik/5SPHJ/TURKIYE/tr,250,,
Yakup Güner,https://biletinial.com/tr-tr/muzik/yakup-guner,250,,
Stand up Taksim / Beyoğlu Gecesi | İnfiniti Sahne,https://biletinial.com/tr-tr/tiyatro/stand-up-taksim-beyoglu-gecesi-infiniti,275,,
Hamnet - KitapObur / Edebiyat Kulübü,https://biletinial.com/tr-tr/egitim/hamnet-kitapobur-edebiyat-kulubu,279,,
Egemen Akkol,https://www.bubilet.com.tr/istanbul/etkinlik/egemen-akkol-,280,,
Yunus Emre Gündüz- Yunus'un Odası İnteraktif Talk Show,https://biletinial.com/tr-tr/tiyatro/yunus-emre-gunduz-yunusun-odasi-interaktif-talk-show,280,,
2MUCH!,https://www.bubilet.com.tr/istanbul/etkinlik/2much-,300,350,totally wrong
Boğaziçi Komedi Kulübü - Kadıköy Stand-up Gecesi,https://www.bubilet.com.tr/istanbul/etkinlik/bogazici-komedi-kulubu-kadikoy-stand-up-gecesi,300,300,
Kadıköy Stand up Gecesi Çarşamba 20:30,https://www.bubilet.com.tr/istanbul/etkinlik/kadikoy-stand-up-gecesi-carsamba-,300,,
Kurtuluş Stand-up Gecesi,https://biletinial.com/tr-tr/tiyatro/kurtulus-stand-up-gecesi,300,,
Sırt Sırta Stand-up - Boğaziçi Komedi Kulübü,https://www.bubilet.com.tr/istanbul/etkinlik/sirt-sirta-stand-up-bogazici-komedi-kulubu,300,,
Chillakka Underground,https://www.bubilet.com.tr/istanbul/etkinlik/chillakka-underground,326,326,
Bir Delinin Hatıra Defteri Metin Zakoğlu,https://biletinial.com/tr-tr/tiyatro/bir-delinin-hd-doruk-tytr,329,329,
Metin Zakoğlu Stand Up,https://biletinial.com/tr-tr/tiyatro/metin-zakoglu-stand-up-,329,,
Yaşar Ne Yaşar Ne Yaşamaz,https://biletinial.com/tr-tr/tiyatro/yasar-ne-yasar-ne-yasamaz-doruk-tytr,329,,
Harry Potter Quiz Night,https://www.bubilet.com.tr/istanbul/etkinlik/harry-potter-quiz-night-,335,,
Mamma Mia! Quiz Night & After Party,https://www.bubilet.com.tr/istanbul/etkinlik/mamma-mia-quiz-night,335,,
Medcezir Quiz Night,https://www.bubilet.com.tr/istanbul/etkinlik/medcezir-quiz-night,335,,
Muhteşem Yüzyıl Quiz Night,https://www.bubilet.com.tr/istanbul/etkinlik/muhtesem-yuzyil-quiz-night,335,,
Off Campus Quiz Night,https://www.bubilet.com.tr/istanbul/etkinlik/off-campus-quiz-night,335,,
The Pitt Quiz Night,https://www.bubilet.com.tr/istanbul/etkinlik/the-pitt-quiz-night,335,,
80'ler & 90'lar Gecesi,https://biletinial.com/tr-tr/etkinlik/80ler-90lar-gecesi-friend,336,336,
Anna Karenina,https://biletinial.com/tr-tr/tiyatro/anna-karenina-tiyatro-oyun,336,336,
Bir İdam Mahkumunun Son Günü,https://biletinial.com/tr-tr/tiyatro/bir-idam-mahkumunun-son-gunu-sempati,336,336,
Gece Yarısı Kütüphanesi,https://biletinial.com/tr-tr/tiyatro/gece-yarisi-kutuphanesi-sempati,336,,
Kadıköy 4'lü Stand-up Gecesi - Comedy Lab Istanbul,https://biletinial.com/tr-tr/tiyatro/kadikoy-4lu-stand-up-gecesi-comedy-lab-istanbul,336,,
Kadıköy Stand-up Gecesi - Boğaziçi Komedi Kulübü,https://biletinial.com/tr-tr/tiyatro/bogazici-komedi-kulubu-kadikoy-stand-up-gecesi,336,,
Kürk Mantolu Madonna,https://biletinial.com/tr-tr/tiyatro/kurk-mantolu-madonna-sempati,336,,
Sırt Sırta Stand-Up,https://biletinial.com/tr-tr/tiyatro/sirt-sirta-stand-up,336,,
Kobra Murat İle Roman Gecesi,https://www.biletix.com/etkinlik/5EN08/TURKIYE/tr,340,,
2MUCH!,https://bugece.co/en/event/2much-07-24-26--5488d99e,350,350,
Bir Adamla İlişkiler,https://biletinial.com/tr-tr/tiyatro/bir-adamla-iliskiler-tevfik-urgancioglu,350,350,
Ölüm Veyahut Kaza,https://biletinial.com/tr-tr/tiyatro/olum-veyahut-kaza,350,,
Sadece Juliet,https://biletinial.com/tr-tr/tiyatro/sadece-juliet,350,,
